StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2#1_1,Q2#1_2,Q2#1_3,Q2#1_4,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q11#1_1,Q11#1_2,Q11#1_3,Q11#1_4,Q12#1_1,Q12#1_2,Q13,Q15,Q16,Q17,Q18,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q22#1_1,Q22#1_2,Q22#1_3,Q22#1_4,Q22#1_5,Q23#1_1,Q23#1_2,Q24,Q26,Q27,Q28,Q29,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q33#1_1,Q33#1_2,Q33#1_3,Q33#1_4,Q33#1_5,Q34#1_1,Q34#1_2,Q35,Q37,Q38,Q39,Q40
2019-10-17 12:39:56,2019-10-17 13:12:52,IP Address,128.206.42.139,100,1976,True,2019-10-17 13:12:53,R_1HogcRBdiXdTmXL,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,0,0,310.037,0,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,No,Yes,It wasn't bad,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17 12:42:18,2019-10-22 11:30:51,IP Address,128.206.42.217,100,427713,True,2019-10-22 11:30:52,R_1gjrranKGGSs3D9,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,140.291,140.291,142.058,1,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,No,Yes,"My definition of 'basic needs' differs between food and healthcare, so it was hard for me to form parallel opinions.",21,Male,Caucasian/White,Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22 11:25:10,2019-10-22 11:40:42,IP Address,128.206.42.214,100,931,True,2019-10-22 11:40:42,R_3n9vaLScjidwd2T,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,63.406,0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,No,Yes,"For my packet it seems that almost all of your basic needs are met. I feel that in some categories that it's not enough long term for a person to survive because things happen. ",19,Female,"African-American/Black,American Indian/Alaska Native",Sophmore
2019-10-22 11:31:06,2019-10-22 11:41:01,IP Address,128.206.42.217,100,595,True,2019-10-22 11:41:01,R_32QIktBZnl3qO63,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,440.79,0,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Yes,No,made me think about what i have,18,Male,Hispanic/Latino(a),Freshman
2019-10-22 11:29:24,2019-10-22 11:42:27,IP Address,128.206.42.139,100,783,True,2019-10-22 11:42:27,R_2WCraYffXrLnUXu,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,96.161,96.92,97.738,2,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,No,No,I enjoyed it,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-22 11:24:29,2019-10-22 11:42:52,IP Address,128.206.42.166,100,1102,True,2019-10-22 11:42:53,R_UmgVEmQDS5QTJnP,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,0.684,0.684,562.445,1,Somewhat Agree,Agree,Disagree,Agree,Somewhat Disagree,Yes,No,It was difficult to choose what was more important than others.,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-22 11:24:48,2019-10-22 11:45:56,IP Address,128.206.42.193,100,1268,True,2019-10-22 11:45:56,R_C2XHB2f60a9mbeN,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Disagree,Strongly Agree,0,0,241.71,0,Agree,Strongly Agree,Disagree,Strongly Agree,No,No,"It shows that there are limited resources in providing everyone healthcare, despite the desire to do so. As a result, some parts (of the pizza) get higher quality ingredients while others are not even placed on the pizza at all. ",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22 11:25:06,2019-10-22 11:45:58,IP Address,128.206.42.165,100,1252,True,2019-10-22 11:45:58,R_2DThwF5aYSmtP5y,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Disagree,Agree,0,0,111.424,0,Neither Agree or Disagree,Agree,Disagree,Agree,No,No,"It made you think about what I wanted to include in my own pizza. It let me make my own decisions. ",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22 11:43:55,2019-10-22 11:47:49,IP Address,128.206.42.169,100,234,True,2019-10-22 11:47:50,R_yxYpK5kfyPVNqCt,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Disagree,Somewhat Agree,Neither Agree or Disagree,,,,,,,,,,,,,,,,0,0,145.992,0,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,No,No,NA,18,Female,,Freshman,,,,,,,,,,,,,,,,
2019-10-22 11:50:43,2019-10-22 12:35:57,IP Address,128.206.42.165,100,2713,True,2019-10-22 12:35:57,R_Y9dzj6z9jhvR97z,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,361.7,0,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,No,No,"I think that Universal Health Care is a tricky subject, because there is no possible way the United States could insure everyone completely without significantly raising taxes. I think this exercise showed me that it is hard to decide on insurance because you never know if you are going to need coverage for something. It also better showed me the issues surrounding Universal Health Care. ",18,Female,Caucasian/White,Freshman
2019-10-22 12:56:28,2019-10-22 13:00:34,IP Address,128.206.42.165,100,245,True,2019-10-22 13:00:34,R_UcDgvSnKwrdnP7H,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,68.805,0,Agree,Somewhat Agree,Disagree,Agree,Disagree,No,No,This exercise showed me the majoy differences between the different levels of health care. This is an eye opener because theres a huge gap between the levels.,18,Male,Caucasian/White,Freshman
2019-10-22 13:00:42,2019-10-22 13:10:35,IP Address,128.206.42.214,100,593,True,2019-10-22 13:10:36,R_25ZaUu5RZ1FFSFt,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,0,0,437.824,0,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,No,No,it was relatively easy to get 47 bubble filled will all the toppings I like,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 11:26:37,2019-10-24 11:41:15,IP Address,128.206.42.214,100,877,True,2019-10-24 11:41:15,R_3Mu6hlSruuQueVR,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,448.353,0,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,No,No,"it was good, great questions",18,Male,,Freshman,,,,,,,,,,,,,,,,
2019-10-24 11:26:42,2019-10-24 11:41:46,IP Address,128.206.42.165,100,904,True,2019-10-24 11:41:47,R_1hA6pb3lWHjHukc,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Somewhat Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,446.541,0,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neither Agree or Disagree,No,No,It was very eye-opening into how health care is here in our country.,19,Male,African-American/Black,Sophmore
2019-10-24 11:27:07,2019-10-24 11:43:07,IP Address,128.206.42.171,100,960,True,2019-10-24 11:43:07,R_3kjDRIp8zvwRQW2,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,103.66,0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,No,No,I honestly thought it would be harder to decide which items I felt were most important in budgeting,20,Female,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,
2019-10-24 11:26:22,2019-10-24 11:43:36,IP Address,128.206.42.217,100,1034,True,2019-10-24 11:43:36,R_8wduAgHHHEYWrQJ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,0,0,530.297,0,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,No,Yes,I believe the questions on the survey are important,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 11:27:40,2019-10-24 11:44:58,IP Address,128.206.42.169,100,1038,True,2019-10-24 11:44:59,R_RC560GLwa6fxFp7,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,0,0,621.69,0,Neither Agree or Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,No,No,I was surprised by the different levels of coverages and what they offered.,18,Female,"Caucasian/White,Asian/Pacific Islander",Freshman,,,,,,,,,,,,,,,,
2019-10-24 11:27:15,2019-10-24 11:46:12,IP Address,128.206.42.139,100,1136,True,2019-10-24 11:46:12,R_210P4YD0xb58mva,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,0,0,749.3,0,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,No,No,It was fun,18,Female,"Caucasian/White,Asian/Pacific Islander",Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 11:43:45,2019-10-24 12:02:10,IP Address,128.206.42.171,100,1104,True,2019-10-24 12:02:10,R_QcCaSm1SHUiVsAx,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,117.014,0,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,No,No,Gave it no thought.,20,Male,Caucasian/White,Sophmore
2019-10-24 11:45:31,2019-10-24 12:03:53,IP Address,128.206.42.169,100,1102,True,2019-10-24 12:03:53,R_1JWosOUgGlLaHnm,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.672,95.672,96.455,1,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,No,No,"This exercise is useful to see the variety of different options for our health care system and how decisions determined by the upper class, affect the lower class in health insurance. ",18,Female,Caucasian/White,Freshman
2019-10-24 11:56:51,2019-10-24 12:04:33,IP Address,128.206.42.165,100,462,True,2019-10-24 12:04:33,R_PG1IBZmY8VJfs2Z,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,250.75,0,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Agree,Agree,No,No,"I didnt realize the variety of options, and levels of healthcare.",18,Female,Caucasian/White,Freshman
2019-10-24 11:44:29,2019-10-24 12:04:34,IP Address,128.206.42.217,100,1204,True,2019-10-24 12:04:34,R_2R8pq9DuV9IQsGN,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,68.767,0,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,No,No,it was kind of interesting to see what each one does,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-24 12:02:20,2019-10-24 12:07:21,IP Address,128.206.42.193,100,300,True,2019-10-24 12:07:21,R_10J0EH8BWGMSUpf,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Neither Agree or Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,131.614,0,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,No,No,"Good to know, didn't know before this study",18,Female,Caucasian/White,Freshman
2019-10-24 11:42:36,2019-10-24 12:09:32,IP Address,128.206.42.214,100,1615,True,2019-10-24 12:09:32,R_3RjvqO8t04UDFbk,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,544.867,0,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,No,No,"It was educational and taughter me quite a bit. I have never had to think about insurance before, as my parents are in charge of that aspect of my life.",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-24 11:46:38,2019-10-24 12:10:27,IP Address,128.206.42.139,100,1428,True,2019-10-24 12:10:27,R_2xxupssVUanxgVd,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,0,0,122.143,0,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,No,Yes,It was okay.,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 11:27:00,2019-10-24 12:11:12,IP Address,128.206.42.166,100,2652,True,2019-10-24 12:11:12,R_3M3GsLPrD4tR8Xm,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Somewhat Agree,Agree,0,0,393.801,0,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Agree,No,No,It was okay.,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 12:08:24,2019-10-24 12:28:54,IP Address,128.206.42.217,100,1229,True,2019-10-24 12:28:54,R_1KwBUMCqQDbpl0S,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Disagree,Somewhat Agree,0,0,470.534,0,Somewhat Agree,Agree,Disagree,Strongly Agree,No,No,"A little confused yet I understand that basic need must be met to get to a higher level ",18,Female,"Caucasian/White,Asian/Pacific Islander",Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 12:04:37,2019-10-24 12:31:00,IP Address,128.206.42.171,100,1583,True,2019-10-24 12:31:05,R_2ZPnH1jwkS0WumR,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,48.574,48.574,69.809,1,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Yes,No,easy,19,Male,African-American/Black,Freshman,,,,,,,,,,,,,,,,
2019-10-24 12:08:30,2019-10-24 12:34:59,IP Address,128.206.42.193,100,1588,True,2019-10-24 12:35:00,R_BRM892aeix03KGR,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Somewhat Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,125.606,0,Neither Agree or Disagree,Agree,Disagree,Strongly Agree,Neither Agree or Disagree,No,No,"interesting to see all the scenarios possible and know there are people living ike my scenario ",18,Female,"Caucasian/White,Asian/Pacific Islander",Freshman
2019-10-24 12:13:05,2019-10-24 12:38:25,IP Address,128.206.42.214,100,1519,True,2019-10-24 12:38:25,R_1Kfk8as1ILX7BQZ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Agree,Somewhat Agree,Agree,0,0,388.378,0,Disagree,Agree,Somewhat Agree,Agree,No,No,the directions were clear,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 12:13:15,2019-10-24 12:38:33,IP Address,128.206.42.166,100,1518,True,2019-10-24 12:38:34,R_278XlQObDN7izRn,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,272.655,0,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,No,No,"At first it was a bit confusing, but once I understood how health insurance worked it was easier for me to determine wether this was a good plan or not",18,Female,African-American/Black,Freshman
2019-10-24 12:04:30,2019-10-24 12:39:18,IP Address,128.206.42.169,100,2088,True,2019-10-24 12:39:19,R_1GVTlePAQqVZYId,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Disagree,,,,,,,,,,,,,,,,0,0,953.791,0,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Disagree,Agree,No,No,"It was fun trying to make those decisions. I ended up not bubbling any of the 'long term' ""retired person"" options because I just don't care enough for those benefits. Maybe it's because I'm not in that situation yet.",19,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-24 12:05:15,2019-10-24 12:43:56,IP Address,128.206.42.165,100,2321,True,2019-10-24 12:43:56,R_3KHP1NBmxtzewdg,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Agree,Strongly Disagree,Neither Agree or Disagree,0,0,181.067,0,Agree,Strongly Agree,Strongly Disagree,Disagree,No,No,The most basic ingredients were the most expensive. That seems rather like a good analogy for healthcare.,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 12:28:29,2019-10-24 12:47:42,IP Address,128.206.42.139,100,1153,True,2019-10-24 12:47:42,R_1N8RJvAHjUVb9dX,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Agree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,846.644,0,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,No,No,it was a good way to represent how to choose what kind of coverage we can get but we can't get it all.,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-24 12:44:57,2019-10-24 12:55:20,IP Address,128.206.42.165,100,623,True,2019-10-24 12:55:21,R_2WuOyiw1dfVa97n,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64.416,0,Neither Agree or Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,No,No,Interesting topic in today's society.,19,Male,Caucasian/White,Sophmore
2019-10-24 12:41:30,2019-10-24 12:57:28,IP Address,128.206.42.214,100,958,True,2019-10-24 12:57:28,R_shVTdftPgLYax3j,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,208.986,0,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,No,No,"Insurance has never been a stressor of mine so it is interesting the verying coverages hat are offered. It also makes me realize not everyone has access to basic health care that I have become accustomed to. ",18,Female,Caucasian/White,Freshman
2019-10-24 12:41:20,2019-10-24 12:59:01,IP Address,128.206.42.217,100,1060,True,2019-10-24 12:59:01,R_25F2w5hC2EjNmH2,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,0,0,497.517,0,Agree,Agree,Agree,Agree,Agree,No,No,I liked the way it was formated,18,Female,African-American/Black,Freshman,,,,,,,,,,,,,,,,
2019-10-24 12:48:13,2019-10-24 13:00:55,IP Address,128.206.42.139,100,761,True,2019-10-24 13:00:55,R_2R2LyvyMqRVZIcn,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Agree,Strongly Disagree,0,0,453.938,0,Neither Agree or Disagree,Somewhat Agree,Agree,Disagree,No,No,"I thought that it was weird since I was just using resources to fill out a pizza chart. ",18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 12:59:32,2019-10-24 13:08:07,IP Address,128.206.42.217,100,515,True,2019-10-24 13:08:08,R_3fDna6tpNSvDOXi,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Neither Agree or Disagree,Strongly Agree,242.866,242.866,247.326,1,Agree,Agree,Neither Agree or Disagree,Strongly Agree,No,No,confused on how it realted to health care,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 12:56:03,2019-10-24 13:10:22,IP Address,128.206.42.165,100,858,True,2019-10-24 13:10:22,R_1g8svL7jAdlDYec,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Strongly Disagree,Neither Agree or Disagree,0,0,519.62,0,Neither Agree or Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,No,No,It was fun. I didn't struggle because I only like 2 toppings on my pizza.,18,Female,African-American/Black,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24 12:40:46,2019-10-24 13:10:51,IP Address,128.206.42.169,100,1804,True,2019-10-24 13:10:52,R_rdmTioLOi2C9uLL,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,642.475,0,Agree,Agree,Disagree,Strongly Agree,Agree,No,No,There were few categories that I could upgrade to medium because I wanted to have basic coverage for as many as I could.,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-29 11:04:24,2019-10-29 11:50:52,IP Address,128.206.42.214,100,2787,True,2019-10-29 11:50:53,R_3iPsPgGNxT2BmiH,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,,,,,,,,,,,,,,,,637.828,637.828,638.183,1,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Agree,No,No,It's a good exercise to think about,19,Male,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,
2019-10-31 10:56:42,2019-10-31 11:26:30,IP Address,128.206.42.165,100,1788,True,2019-10-31 11:26:30,R_27dQ5h3FoYZOTV7,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,461.761,0,Strongly Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,No,No,it really showed me how well some people are along and how easy it is for some people.,18,Female,Caucasian/White,Freshman
2019-10-31 11:17:19,2019-10-31 11:27:35,IP Address,128.206.42.214,100,615,True,2019-10-31 11:27:35,R_3ptLZKMpu0dvbgt,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Strongly Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,430.879,0,Agree,Agree,Strongly Disagree,Agree,Agree,No,No,it was informational,18,Female,Caucasian/White,Freshman
2019-10-31 11:13:09,2019-10-31 11:28:53,IP Address,128.206.42.169,100,944,True,2019-10-31 11:28:54,R_3gZTcm6hAgimORw,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Disagree,Agree,,,,,,,,,,,,,,,,0,0,594.133,0,Neither Agree or Disagree,Somewhat Agree,Disagree,Agree,Agree,No,Yes,Showed me how much is involved with health insurance.,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-31 11:30:28,2019-10-31 11:42:53,IP Address,128.206.42.169,100,745,True,2019-10-31 11:42:54,R_1pLR4RnPOIcWlFK,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,538.733,0,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,No,No,Im not to familiar with health care but the packet really helped,20,Male,Caucasian/White,Junior,,,,,,,,,,,,,,,,
2019-10-31 11:26:37,2019-10-31 11:43:16,IP Address,128.206.42.165,100,998,True,2019-10-31 11:43:16,R_3ff7WDWLFki4NcK,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,0,0,545.431,0,Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Yes,No,It showed that you can get everything but it wont have the best quality/options,19,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31 11:30:14,2019-10-31 11:46:18,IP Address,128.206.42.214,100,964,True,2019-10-31 11:46:18,R_3Lin9fMFO8Z5PjZ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Neither Agree or Disagree,Strongly Agree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,516.836,0,Somewhat Disagree,Neither Agree or Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,No,Yes,I think that it is difficult to explain my reasoning of why some are the way that they are.,19,Male,Caucasian/White,Freshman
2019-10-31 11:15:08,2019-10-31 12:11:32,IP Address,128.206.42.171,100,3383,True,2019-10-31 12:11:32,R_1LAMbfvmX7d1FgE,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,0,0,441.039,0,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,No,Yes,Seems irrelevant based on the questions asked prior,18,Male,Asian/Pacific Islander,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31 11:14:06,2019-10-31 12:14:19,IP Address,128.206.42.193,100,3612,True,2019-10-31 12:14:19,R_3qJXEow6E28UT4F,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,0,0,518.443,0,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,No,No,The Objective is confusing,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
